title,vote_average,vote_count,budget,revenue,imdb_id,id,movie_genres,release_year,Winner,cpi_multiplier,budget_2024,revenue_2024
Minions: The Rise of Gru,7.285,3861,85000000,940203765,tt5113044,438148,Animation,2022,No,1.07,90950000.0,1006018028.5500001
Minions: The Rise of Gru,7.285,3861,85000000,940203765,tt5113044,438148,Science Fiction,2022,No,1.07,90950000.0,1006018028.5500001
Minions: The Rise of Gru,7.285,3861,85000000,940203765,tt5113044,438148,Fantasy,2022,No,1.07,90950000.0,1006018028.5500001
Miracle in Cell No. 7,8.256,4496,0,28000000,tt10431500,637920,Drama,2019,No,1.23,0.0,34440000.0
"Miraculous World: New York, United HeroeZ",8.098,1119,0,0,tt12816348,755812,Animation,2020,No,1.21,0.0,0.0
"Miraculous World: New York, United HeroeZ",8.098,1119,0,0,tt12816348,755812,TV Movie,2020,No,1.21,0.0,0.0
"Miraculous World: New York, United HeroeZ",8.098,1119,0,0,tt12816348,755812,Fantasy,2020,No,1.21,0.0,0.0
"Miraculous World: New York, United HeroeZ",8.098,1119,0,0,tt12816348,755812,Action,2020,No,1.21,0.0,0.0
Miss Peregrine's Home for Peculiar Children,6.837,10283,110000000,296482446,tt1935859,283366,Fantasy,2016,No,1.31,144100000.0,388392004.26
Miss Peregrine's Home for Peculiar Children,6.837,10283,110000000,296482446,tt1935859,283366,Adventure,2016,No,1.31,144100000.0,388392004.26
Miss Peregrine's Home for Peculiar Children,6.837,10283,110000000,296482446,tt1935859,283366,Drama,2016,No,1.31,144100000.0,388392004.26
Miss Peregrine's Home for Peculiar Children,6.837,10283,110000000,296482446,tt1935859,283366,Family,2016,No,1.31,144100000.0,388392004.26
Missing,7.41,1188,7000000,45100756,tt10855768,768362,Drama,2023,No,1.03,7210000.0,46453778.68
Missing,7.41,1188,7000000,45100756,tt10855768,768362,Mystery,2023,No,1.03,7210000.0,46453778.68
Missing,7.41,1188,7000000,45100756,tt10855768,768362,Thriller,2023,No,1.03,7210000.0,46453778.68
Mission: Impossible - Dead Reckoning Part One,7.519,4716,291000000,571125435,tt9603212,575264,Action,2023,No,1.03,299730000.0,588259198.0500001
Mission: Impossible - Dead Reckoning Part One,7.519,4716,291000000,571125435,tt9603212,575264,Thriller,2023,No,1.03,299730000.0,588259198.0500001
Mission: Impossible - Fallout,7.4,8810,178000000,791658205,tt4912910,353081,Action,2018,No,1.25,222500000.0,989572756.25
Mission: Impossible - Fallout,7.4,8810,178000000,791658205,tt4912910,353081,Adventure,2018,No,1.25,222500000.0,989572756.25
Mission: Impossible - Rogue Nation,7.2,9385,150000000,682716636,tt2381249,177677,Action,2015,No,1.32,198000000.0,901185959.5200001
Mission: Impossible - Rogue Nation,7.2,9385,150000000,682716636,tt2381249,177677,Adventure,2015,No,1.32,198000000.0,901185959.5200001
Moana,7.565,13382,150000000,690860472,tt3521164,277834,Adventure,2016,No,1.31,196500000.0,905027218.32
Moana,7.565,13382,150000000,690860472,tt3521164,277834,Comedy,2016,No,1.31,196500000.0,905027218.32
Moana,7.565,13382,150000000,690860472,tt3521164,277834,Family,2016,No,1.31,196500000.0,905027218.32
Moana,7.565,13382,150000000,690860472,tt3521164,277834,Animation,2016,No,1.31,196500000.0,905027218.32
Moana 2,7.0,2784,150000000,1059242164,tt13622970,1241982,Family,2024,No,1.0,150000000.0,1059242164.0
Moana 2,7.0,2784,150000000,1059242164,tt13622970,1241982,Comedy,2024,No,1.0,150000000.0,1059242164.0
Moana 2,7.0,2784,150000000,1059242164,tt13622970,1241982,Adventure,2024,No,1.0,150000000.0,1059242164.0
Moana 2,7.0,2784,150000000,1059242164,tt13622970,1241982,Animation,2024,No,1.0,150000000.0,1059242164.0
Moana 2,7.0,2784,150000000,1059242164,tt13622970,1241982,Fantasy,2024,No,1.0,150000000.0,1059242164.0
Molly's Game,7.151,3886,30000000,59284015,tt4209788,396371,Drama,2017,No,1.28,38400000.0,75883539.2
Molly's Game,7.151,3886,30000000,59284015,tt4209788,396371,Crime,2017,No,1.28,38400000.0,75883539.2
Money Heist: The Phenomenon,7.5,1080,0,0,tt12078990,689249,Documentary,2020,No,1.21,0.0,0.0
Money Monster,6.435,3066,27000000,93282604,tt2241351,303858,Thriller,2016,No,1.31,35370000.0,122200211.24000001
Money Monster,6.435,3066,27000000,93282604,tt2241351,303858,Drama,2016,No,1.31,35370000.0,122200211.24000001
Monkey Man,6.879,1253,10000000,35271631,tt9214772,560016,Action,2024,No,1.0,10000000.0,35271631.0
Monkey Man,6.879,1253,10000000,35271631,tt9214772,560016,Thriller,2024,No,1.0,10000000.0,35271631.0
Monster Hunter,6.542,3440,60000000,42145959,tt6475714,458576,Action,2020,No,1.21,72600000.0,50996610.39
Monster Hunter,6.542,3440,60000000,42145959,tt6475714,458576,Fantasy,2020,No,1.21,72600000.0,50996610.39
Monster Hunter,6.542,3440,60000000,42145959,tt6475714,458576,Adventure,2020,No,1.21,72600000.0,50996610.39
Moonfall,6.265,3391,146000000,67319703,tt5834426,406759,Science Fiction,2022,No,1.07,156220000.0,72032082.21000001
Moonfall,6.265,3391,146000000,67319703,tt5834426,406759,Adventure,2022,No,1.07,156220000.0,72032082.21000001
Moonfall,6.265,3391,146000000,67319703,tt5834426,406759,Action,2022,No,1.07,156220000.0,72032082.21000001
Moonlight,7.366,7317,4000000,65046687,tt4975722,376867,Drama,2016,Yes,1.31,5240000.0,85211159.97
Morbius,5.939,4632,75000000,167635712,tt5108870,526896,Action,2022,No,1.07,80250000.0,179370211.84
Morbius,5.939,4632,75000000,167635712,tt5108870,526896,Science Fiction,2022,No,1.07,80250000.0,179370211.84
Morbius,5.939,4632,75000000,167635712,tt5108870,526896,Fantasy,2022,No,1.07,80250000.0,179370211.84
Mortal Engines,6.208,4920,100000000,83869818,tt1571234,428078,Adventure,2018,No,1.25,125000000.0,104837272.5
Mortal Engines,6.208,4920,100000000,83869818,tt1571234,428078,Science Fiction,2018,No,1.25,125000000.0,104837272.5
Mortal Kombat,7.003,6107,20000000,84426031,tt0293429,460465,Action,2021,No,1.16,23200000.0,97934195.96
Mortal Kombat,7.003,6107,20000000,84426031,tt0293429,460465,Fantasy,2021,No,1.16,23200000.0,97934195.96
Mortal Kombat,7.003,6107,20000000,84426031,tt0293429,460465,Adventure,2021,No,1.16,23200000.0,97934195.96
Mortal Kombat Legends: Scorpion's Revenge,8.091,1426,0,0,tt9580138,664767,Animation,2020,No,1.21,0.0,0.0
Mortal Kombat Legends: Scorpion's Revenge,8.091,1426,0,0,tt9580138,664767,Action,2020,No,1.21,0.0,0.0
Mortal Kombat Legends: Scorpion's Revenge,8.091,1426,0,0,tt9580138,664767,Fantasy,2020,No,1.21,0.0,0.0
Mortdecai,5.516,2704,60000000,47318560,tt3045616,210860,Comedy,2015,No,1.32,79200000.0,62460499.2
Mortdecai,5.516,2704,60000000,47318560,tt3045616,210860,Adventure,2015,No,1.32,79200000.0,62460499.2
Mowgli: Legend of the Jungle,6.47,2545,175000000,0,tt2388771,407436,Adventure,2018,No,1.25,218750000.0,0.0
Mowgli: Legend of the Jungle,6.47,2545,175000000,0,tt2388771,407436,Drama,2018,No,1.25,218750000.0,0.0
Mufasa: The Lion King,7.358,2435,200000000,722631756,tt13186482,762509,Adventure,2024,No,1.0,200000000.0,722631756.0
Mufasa: The Lion King,7.358,2435,200000000,722631756,tt13186482,762509,Family,2024,No,1.0,200000000.0,722631756.0
Mufasa: The Lion King,7.358,2435,200000000,722631756,tt13186482,762509,Animation,2024,No,1.0,200000000.0,722631756.0
Mulan,6.844,6913,200000000,69965374,tt4566758,337401,Adventure,2020,No,1.21,242000000.0,84658102.53999999
Mulan,6.844,6913,200000000,69965374,tt4566758,337401,Fantasy,2020,No,1.21,242000000.0,84658102.53999999
Mulan,6.844,6913,200000000,69965374,tt4566758,337401,Action,2020,No,1.21,242000000.0,84658102.53999999
Murder Mystery,6.3,4635,24000000,0,tt1618434,514999,Action,2019,No,1.23,29520000.0,0.0
Murder Mystery,6.3,4635,24000000,0,tt1618434,514999,Comedy,2019,No,1.23,29520000.0,0.0
Murder Mystery,6.3,4635,24000000,0,tt1618434,514999,Mystery,2019,No,1.23,29520000.0,0.0
Murder Mystery 2,6.4,1857,0,0,tt15255288,638974,Mystery,2023,No,1.03,0.0,0.0
Murder Mystery 2,6.4,1857,0,0,tt15255288,638974,Comedy,2023,No,1.03,0.0,0.0
Murder Mystery 2,6.4,1857,0,0,tt15255288,638974,Crime,2023,No,1.03,0.0,0.0
Murder on the Orient Express,6.705,10286,55000000,352800000,tt3402236,392044,Mystery,2017,No,1.28,70400000.0,451584000.0
Murder on the Orient Express,6.705,10286,55000000,352800000,tt3402236,392044,Drama,2017,No,1.28,70400000.0,451584000.0
Murder on the Orient Express,6.705,10286,55000000,352800000,tt3402236,392044,Crime,2017,No,1.28,70400000.0,451584000.0
My Fault,7.763,3919,0,0,tt21909764,1010581,Drama,2023,No,1.03,0.0,0.0
My Fault,7.763,3919,0,0,tt21909764,1010581,Romance,2023,No,1.03,0.0,0.0
My Fault,7.763,3919,0,0,tt21909764,1010581,Thriller,2023,No,1.03,0.0,0.0
My Spy,6.9,1324,18000000,10200000,tt8242084,592834,Family,2020,No,1.21,21780000.0,12342000.0
My Spy,6.9,1324,18000000,10200000,tt8242084,592834,Action,2020,No,1.21,21780000.0,12342000.0
My Spy,6.9,1324,18000000,10200000,tt8242084,592834,Comedy,2020,No,1.21,21780000.0,12342000.0
Napoleon,6.3,2898,165000000,220597098,tt13287846,753342,History,2023,No,1.03,169950000.0,227215010.94
Napoleon,6.3,2898,165000000,220597098,tt13287846,753342,War,2023,No,1.03,169950000.0,227215010.94
Napoleon,6.3,2898,165000000,220597098,tt13287846,753342,Romance,2023,No,1.03,169950000.0,227215010.94
Neighbors 2: Sorority Rising,5.819,4512,35000000,108007109,tt4438848,325133,Comedy,2016,No,1.31,45850000.0,141489312.79
Nerve,7.008,6914,19000000,85241496,tt3531824,328387,Mystery,2016,No,1.31,24890000.0,111666359.76
Nerve,7.008,6914,19000000,85241496,tt3531824,328387,Adventure,2016,No,1.31,24890000.0,111666359.76
Nerve,7.008,6914,19000000,85241496,tt3531824,328387,Crime,2016,No,1.31,24890000.0,111666359.76
News of the World,6.946,1853,38000000,12700000,tt6878306,581032,Drama,2020,No,1.21,45980000.0,15367000.0
News of the World,6.946,1853,38000000,12700000,tt6878306,581032,Western,2020,No,1.21,45980000.0,15367000.0
News of the World,6.946,1853,38000000,12700000,tt6878306,581032,Adventure,2020,No,1.21,45980000.0,15367000.0
Nightmare Alley,6.965,3177,60000000,39629195,tt7740496,597208,Crime,2021,No,1.16,69600000.0,45969866.199999996
Nightmare Alley,6.965,3177,60000000,39629195,tt7740496,597208,Drama,2021,No,1.16,69600000.0,45969866.199999996
Nightmare Alley,6.965,3177,60000000,39629195,tt7740496,597208,Thriller,2021,No,1.16,69600000.0,45969866.199999996
Nimona,7.868,1271,0,0,tt19500164,961323,Animation,2023,No,1.03,0.0,0.0
Nimona,7.868,1271,0,0,tt19500164,961323,Family,2023,No,1.03,0.0,0.0
Nimona,7.868,1271,0,0,tt19500164,961323,Action,2023,No,1.03,0.0,0.0
Nimona,7.868,1271,0,0,tt19500164,961323,Science Fiction,2023,No,1.03,0.0,0.0
Nimona,7.868,1271,0,0,tt19500164,961323,Adventure,2023,No,1.03,0.0,0.0
Nimona,7.868,1271,0,0,tt19500164,961323,Fantasy,2023,No,1.03,0.0,0.0
Nimona,7.868,1271,0,0,tt19500164,961323,Comedy,2023,No,1.03,0.0,0.0
No Escape,6.9,2636,5000000,54400000,tt1781922,192141,Thriller,2015,No,1.32,6600000.0,71808000.0
No Escape,6.9,2636,5000000,54400000,tt1781922,192141,Action,2015,No,1.32,6600000.0,71808000.0
No Hard Feelings,6.699,3570,45000000,83000000,tt15671028,884605,Comedy,2023,No,1.03,46350000.0,85490000.0
No Hard Feelings,6.699,3570,45000000,83000000,tt15671028,884605,Romance,2023,No,1.03,46350000.0,85490000.0
No One Will Save You,6.679,1338,22800000,0,tt14509110,820609,Horror,2023,No,1.03,23484000.0,0.0
No One Will Save You,6.679,1338,22800000,0,tt14509110,820609,Science Fiction,2023,No,1.03,23484000.0,0.0
No Time to Die,7.4,6755,250000000,774153024,tt2382320,370172,Action,2021,No,1.16,290000000.0,898017507.8399999
No Time to Die,7.4,6755,250000000,774153024,tt2382320,370172,Thriller,2021,No,1.16,290000000.0,898017507.8399999
No Time to Die,7.4,6755,250000000,774153024,tt2382320,370172,Adventure,2021,No,1.16,290000000.0,898017507.8399999
No Way Up,6.3,1072,0,0,tt16253418,1096197,Thriller,2024,No,1.0,0.0,0.0
No Way Up,6.3,1072,0,0,tt16253418,1096197,Horror,2024,No,1.0,0.0,0.0
No Way Up,6.3,1072,0,0,tt16253418,1096197,Action,2024,No,1.0,0.0,0.0
Nobody,7.9,7869,16000000,57512470,tt7888964,615457,Action,2021,No,1.16,18560000.0,66714465.199999996
Nobody,7.9,7869,16000000,57512470,tt7888964,615457,Thriller,2021,No,1.16,18560000.0,66714465.199999996
Nocturnal Animals,7.4,8073,22500000,29300000,tt4550098,340666,Drama,2016,No,1.31,29475000.0,38383000.0
Nocturnal Animals,7.4,8073,22500000,29300000,tt4550098,340666,Thriller,2016,No,1.31,29475000.0,38383000.0
Nomadland,7.185,3194,5000000,39458207,tt9770150,581734,Drama,2021,No,1.16,5800000.0,45771520.12
Nope,6.825,4596,68000000,170823080,tt10954984,762504,Horror,2022,No,1.07,72760000.0,182780695.60000002
Nope,6.825,4596,68000000,170823080,tt10954984,762504,Science Fiction,2022,No,1.07,72760000.0,182780695.60000002
Nosferatu,6.691,3242,50000000,181764515,tt5040012,426063,Horror,2024,No,1.0,50000000.0,181764515.0
Nosferatu,6.691,3242,50000000,181764515,tt5040012,426063,Fantasy,2024,No,1.0,50000000.0,181764515.0
Now You See Me 2,6.825,11154,120000000,334897606,tt3110958,291805,Thriller,2016,No,1.31,157200000.0,438715863.86
Now You See Me 2,6.825,11154,120000000,334897606,tt3110958,291805,Crime,2016,No,1.31,157200000.0,438715863.86
Nowhere,7.336,1488,0,0,tt15789472,1151534,Thriller,2023,No,1.03,0.0,0.0
Nowhere,7.336,1488,0,0,tt15789472,1151534,Drama,2023,No,1.03,0.0,0.0
Ocean's Eight,6.967,8578,70000000,297718711,tt5164214,402900,Crime,2018,No,1.25,87500000.0,372148388.75
Ocean's Eight,6.967,8578,70000000,297718711,tt5164214,402900,Comedy,2018,No,1.25,87500000.0,372148388.75
Ocean's Eight,6.967,8578,70000000,297718711,tt5164214,402900,Action,2018,No,1.25,87500000.0,372148388.75
Okja,7.35,4431,50000000,0,tt3967856,387426,Adventure,2017,No,1.28,64000000.0,0.0
Okja,7.35,4431,50000000,0,tt3967856,387426,Drama,2017,No,1.28,64000000.0,0.0
Okja,7.35,4431,50000000,0,tt3967856,387426,Science Fiction,2017,No,1.28,64000000.0,0.0
Old,6.323,4714,18000000,90146510,tt10954652,631843,Thriller,2021,No,1.16,20880000.0,104569951.6
Old,6.323,4714,18000000,90146510,tt10954652,631843,Mystery,2021,No,1.16,20880000.0,104569951.6
Old,6.323,4714,18000000,90146510,tt10954652,631843,Horror,2021,No,1.16,20880000.0,104569951.6
Once Upon a Time... in Hollywood,7.426,14286,95000000,392105159,tt7131622,466272,Comedy,2019,No,1.23,116850000.0,482289345.57
Once Upon a Time... in Hollywood,7.426,14286,95000000,392105159,tt7131622,466272,Drama,2019,No,1.23,116850000.0,482289345.57
Once Upon a Time... in Hollywood,7.426,14286,95000000,392105159,tt7131622,466272,Thriller,2019,No,1.23,116850000.0,482289345.57
Onward,7.654,6405,200000000,141888276,tt7146812,508439,Family,2020,No,1.21,242000000.0,171684813.96
Onward,7.654,6405,200000000,141888276,tt7146812,508439,Comedy,2020,No,1.21,242000000.0,171684813.96
Onward,7.654,6405,200000000,141888276,tt7146812,508439,Adventure,2020,No,1.21,242000000.0,171684813.96
Onward,7.654,6405,200000000,141888276,tt7146812,508439,Animation,2020,No,1.21,242000000.0,171684813.96
Onward,7.654,6405,200000000,141888276,tt7146812,508439,Fantasy,2020,No,1.21,242000000.0,171684813.96
Operation Fortune: Ruse de Guerre,6.466,1773,50000000,48983306,tt7985704,739405,Action,2023,No,1.03,51500000.0,50452805.18
Operation Fortune: Ruse de Guerre,6.466,1773,50000000,48983306,tt7985704,739405,Comedy,2023,No,1.03,51500000.0,50452805.18
Operation Fortune: Ruse de Guerre,6.466,1773,50000000,48983306,tt7985704,739405,Thriller,2023,No,1.03,51500000.0,50452805.18
Oppenheimer,8.046,10954,100000000,952000000,tt15398776,872585,Drama,2023,Yes,1.03,103000000.0,980560000.0
Oppenheimer,8.046,10954,100000000,952000000,tt15398776,872585,History,2023,Yes,1.03,103000000.0,980560000.0
Orphan: First Kill,6.613,2233,10000000,9572765,tt11851548,760161,Horror,2022,No,1.07,10700000.0,10242858.55
Orphan: First Kill,6.613,2233,10000000,9572765,tt11851548,760161,Thriller,2022,No,1.07,10700000.0,10242858.55
Outside the Wire,6.349,1863,0,0,tt10451914,775996,Thriller,2021,No,1.16,0.0,0.0
Outside the Wire,6.349,1863,0,0,tt10451914,775996,Action,2021,No,1.16,0.0,0.0
Outside the Wire,6.349,1863,0,0,tt10451914,775996,Science Fiction,2021,No,1.16,0.0,0.0
Over the Moon,7.191,1352,0,0,tt7488208,560050,Animation,2020,No,1.21,0.0,0.0
Over the Moon,7.191,1352,0,0,tt7488208,560050,Adventure,2020,No,1.21,0.0,0.0
Over the Moon,7.191,1352,0,0,tt7488208,560050,Family,2020,No,1.21,0.0,0.0
Over the Moon,7.191,1352,0,0,tt7488208,560050,Fantasy,2020,No,1.21,0.0,0.0
Overlord,6.732,3003,38000000,41657844,tt4530422,438799,Horror,2018,No,1.25,47500000.0,52072305.0
Overlord,6.732,3003,38000000,41657844,tt4530422,438799,War,2018,No,1.25,47500000.0,52072305.0
Overlord,6.732,3003,38000000,41657844,tt4530422,438799,Science Fiction,2018,No,1.25,47500000.0,52072305.0
Oxygen,6.604,1480,0,0,tt6341832,471498,Science Fiction,2021,No,1.16,0.0,0.0
Oxygen,6.604,1480,0,0,tt6341832,471498,Thriller,2021,No,1.16,0.0,0.0
Oxygen,6.604,1480,0,0,tt6341832,471498,Horror,2021,No,1.16,0.0,0.0
Pacific Rim: Uprising,6.133,5171,150000000,290061297,tt2557478,268896,Action,2018,No,1.25,187500000.0,362576621.25
Pacific Rim: Uprising,6.133,5171,150000000,290061297,tt2557478,268896,Fantasy,2018,No,1.25,187500000.0,362576621.25
Pacific Rim: Uprising,6.133,5171,150000000,290061297,tt2557478,268896,Science Fiction,2018,No,1.25,187500000.0,362576621.25
Pacific Rim: Uprising,6.133,5171,150000000,290061297,tt2557478,268896,Adventure,2018,No,1.25,187500000.0,362576621.25
Paddington 2,7.47,2623,40000000,290132513,tt4468740,346648,Adventure,2017,No,1.28,51200000.0,371369616.64
Paddington 2,7.47,2623,40000000,290132513,tt4468740,346648,Comedy,2017,No,1.28,51200000.0,371369616.64
Paddington 2,7.47,2623,40000000,290132513,tt4468740,346648,Family,2017,No,1.28,51200000.0,371369616.64
Palm Springs,7.334,3453,5000000,1818417,tt9484998,587792,Comedy,2020,No,1.21,6050000.0,2200284.57
Palm Springs,7.334,3453,5000000,1818417,tt9484998,587792,Romance,2020,No,1.21,6050000.0,2200284.57
Palm Springs,7.334,3453,5000000,1818417,tt9484998,587792,Science Fiction,2020,No,1.21,6050000.0,2200284.57
Palmer,8.139,1824,0,0,tt6857376,458220,Drama,2021,No,1.16,0.0,0.0
Pan,5.957,2792,150000000,128388320,tt3332064,266647,Fantasy,2015,No,1.32,198000000.0,169472582.4
Pan,5.957,2792,150000000,128388320,tt3332064,266647,Adventure,2015,No,1.32,198000000.0,169472582.4
Pan,5.957,2792,150000000,128388320,tt3332064,266647,Family,2015,No,1.32,198000000.0,169472582.4
Pan,5.957,2792,150000000,128388320,tt3332064,266647,Action,2015,No,1.32,198000000.0,169472582.4
Paper Towns,6.155,5122,12000000,85500000,tt3622592,286565,Mystery,2015,No,1.32,15840000.0,112860000.0
Paper Towns,6.155,5122,12000000,85500000,tt3622592,286565,Drama,2015,No,1.32,15840000.0,112860000.0
Paper Towns,6.155,5122,12000000,85500000,tt3622592,286565,Romance,2015,No,1.32,15840000.0,112860000.0
Parasite,8.496,19707,11363000,257591776,tt6751668,496243,Comedy,2019,Yes,1.23,13976490.0,316837884.48
Parasite,8.496,19707,11363000,257591776,tt6751668,496243,Thriller,2019,Yes,1.23,13976490.0,316837884.48
Parasite,8.496,19707,11363000,257591776,tt6751668,496243,Drama,2019,Yes,1.23,13976490.0,316837884.48
Passengers,6.952,13847,110000000,303144152,tt1355644,274870,Drama,2016,No,1.31,144100000.0,397118839.12
Passengers,6.952,13847,110000000,303144152,tt1355644,274870,Romance,2016,No,1.31,144100000.0,397118839.12
Passengers,6.952,13847,110000000,303144152,tt1355644,274870,Science Fiction,2016,No,1.31,144100000.0,397118839.12
Past Lives,7.7,2082,12000000,28126646,tt13238346,666277,Drama,2023,No,1.03,12360000.0,28970445.38
Past Lives,7.7,2082,12000000,28126646,tt13238346,666277,Romance,2023,No,1.03,12360000.0,28970445.38
Pearl,7.241,2381,1000000,10139416,tt18925334,949423,Horror,2022,No,1.07,1070000.0,10849175.120000001
Pearl,7.241,2381,1000000,10139416,tt18925334,949423,Thriller,2022,No,1.07,1070000.0,10849175.120000001
Peninsula,6.744,2490,17000000,42698327,tt8850222,581392,Horror,2020,No,1.21,20570000.0,51664975.67
Peninsula,6.744,2490,17000000,42698327,tt8850222,581392,Action,2020,No,1.21,20570000.0,51664975.67
Peninsula,6.744,2490,17000000,42698327,tt8850222,581392,Thriller,2020,No,1.21,20570000.0,51664975.67
Peninsula,6.744,2490,17000000,42698327,tt8850222,581392,Adventure,2020,No,1.21,20570000.0,51664975.67
Perfect Days,7.773,1656,14000000,24094016,tt27503384,976893,Drama,2023,No,1.03,14420000.0,24816836.48
Perfect Strangers,7.855,4517,0,32207491,tt4901306,381341,Comedy,2016,No,1.31,0.0,42191813.21
Perfect Strangers,7.855,4517,0,32207491,tt4901306,381341,Drama,2016,No,1.31,0.0,42191813.21
Pet Sematary,5.743,3329,21000000,113118226,tt0837563,157433,Horror,2019,No,1.23,25830000.0,139135417.98
Phantom Thread,7.3,3639,35000000,47756590,tt5776858,400617,Drama,2017,No,1.28,44800000.0,61128435.2
Phantom Thread,7.3,3639,35000000,47756590,tt5776858,400617,Romance,2017,No,1.28,44800000.0,61128435.2
Pieces of a Woman,7.021,1266,0,0,tt11161474,641662,Drama,2020,No,1.21,0.0,0.0
Pig,6.646,1614,3000000,4638959,tt11003218,635731,Drama,2021,No,1.16,3479999.9999999995,5381192.4399999995
Pig,6.646,1614,3000000,4638959,tt11003218,635731,Thriller,2021,No,1.16,3479999.9999999995,5381192.4399999995
Pinocchio,6.309,1682,0,0,tt4593060,532639,Fantasy,2022,No,1.07,0.0,0.0
Pinocchio,6.309,1682,0,0,tt4593060,532639,Adventure,2022,No,1.07,0.0,0.0
Pinocchio,6.309,1682,0,0,tt4593060,532639,Family,2022,No,1.07,0.0,0.0
Pirates of the Caribbean: Dead Men Tell No Tales,6.652,12478,230000000,795922298,tt1790809,166426,Adventure,2017,No,1.28,294400000.0,1018780541.44
Pirates of the Caribbean: Dead Men Tell No Tales,6.652,12478,230000000,795922298,tt1790809,166426,Action,2017,No,1.28,294400000.0,1018780541.44
Pirates of the Caribbean: Dead Men Tell No Tales,6.652,12478,230000000,795922298,tt1790809,166426,Fantasy,2017,No,1.28,294400000.0,1018780541.44
Pitch Perfect 2,6.844,5420,29000000,287144079,tt2848292,254470,Comedy,2015,No,1.32,38280000.0,379030184.28000003
Pitch Perfect 2,6.844,5420,29000000,287144079,tt2848292,254470,Music,2015,No,1.32,38280000.0,379030184.28000003
Pitch Perfect 3,6.511,3398,45000000,185400345,tt4765284,353616,Comedy,2017,No,1.28,57600000.0,237312441.6
Pitch Perfect 3,6.511,3398,45000000,185400345,tt4765284,353616,Music,2017,No,1.28,57600000.0,237312441.6
Pixels,5.8,7828,88000000,244874809,tt2120120,257344,Action,2015,No,1.32,116160000.0,323234747.88
Pixels,5.8,7828,88000000,244874809,tt2120120,257344,Comedy,2015,No,1.32,116160000.0,323234747.88
Pixels,5.8,7828,88000000,244874809,tt2120120,257344,Science Fiction,2015,No,1.32,116160000.0,323234747.88
Pixels,5.8,7828,88000000,244874809,tt2120120,257344,Fantasy,2015,No,1.32,116160000.0,323234747.88
Plane,6.907,2506,25000000,74515586,tt5884796,646389,Action,2023,No,1.03,25750000.0,76751053.58
Plane,6.907,2506,25000000,74515586,tt5884796,646389,Adventure,2023,No,1.03,25750000.0,76751053.58
Plane,6.907,2506,25000000,74515586,tt5884796,646389,Thriller,2023,No,1.03,25750000.0,76751053.58
Point Break,5.955,2379,105000000,133782481,tt2058673,257088,Action,2015,No,1.32,138600000.0,176592874.92000002
Point Break,5.955,2379,105000000,133782481,tt2058673,257088,Adventure,2015,No,1.32,138600000.0,176592874.92000002
Point Break,5.955,2379,105000000,133782481,tt2058673,257088,Crime,2015,No,1.32,138600000.0,176592874.92000002
Point Break,5.955,2379,105000000,133782481,tt2058673,257088,Thriller,2015,No,1.32,138600000.0,176592874.92000002
Pokémon Detective Pikachu,6.912,7154,150000000,449762638,tt5884052,447404,Action,2019,No,1.23,184500000.0,553208044.74
Pokémon Detective Pikachu,6.912,7154,150000000,449762638,tt5884052,447404,Adventure,2019,No,1.23,184500000.0,553208044.74
Pokémon Detective Pikachu,6.912,7154,150000000,449762638,tt5884052,447404,Fantasy,2019,No,1.23,184500000.0,553208044.74
Polar,6.335,2372,0,0,tt4139588,483906,Action,2019,No,1.23,0.0,0.0
Polar,6.335,2372,0,0,tt4139588,483906,Crime,2019,No,1.23,0.0,0.0
Polar,6.335,2372,0,0,tt4139588,483906,Drama,2019,No,1.23,0.0,0.0
Poltergeist,5.218,2348,35000000,95682614,tt1029360,243688,Horror,2015,No,1.32,46200000.0,126301050.48
Poor Things,7.7,5068,35000000,117607117,tt14230458,792307,Science Fiction,2023,No,1.03,36050000.0,121135330.51
Poor Things,7.7,5068,35000000,117607117,tt14230458,792307,Romance,2023,No,1.03,36050000.0,121135330.51
Poor Things,7.7,5068,35000000,117607117,tt14230458,792307,Comedy,2023,No,1.03,36050000.0,121135330.51
Portrait of a Lady on Fire,8.107,2803,5740000,9923127,tt8613070,531428,Drama,2019,No,1.23,7060200.0,12205446.209999999
Portrait of a Lady on Fire,8.107,2803,5740000,9923127,tt8613070,531428,Romance,2019,No,1.23,7060200.0,12205446.209999999
Portrait of a Lady on Fire,8.107,2803,5740000,9923127,tt8613070,531428,History,2019,No,1.23,7060200.0,12205446.209999999
Power Rangers,6.256,4538,105000000,142300000,tt3717490,305470,Action,2017,No,1.28,134400000.0,182144000.0
Power Rangers,6.256,4538,105000000,142300000,tt3717490,305470,Adventure,2017,No,1.28,134400000.0,182144000.0
Power Rangers,6.256,4538,105000000,142300000,tt3717490,305470,Science Fiction,2017,No,1.28,134400000.0,182144000.0
Prey,7.7,7340,65000000,0,tt11866324,766507,Thriller,2022,No,1.07,69550000.0,0.0
Prey,7.7,7340,65000000,0,tt11866324,766507,Action,2022,No,1.07,69550000.0,0.0
Prey,7.7,7340,65000000,0,tt11866324,766507,Science Fiction,2022,No,1.07,69550000.0,0.0
Project Almanac,6.786,2742,12000000,33200000,tt2436386,227719,Science Fiction,2015,No,1.32,15840000.0,43824000.0
Project Almanac,6.786,2742,12000000,33200000,tt2436386,227719,Thriller,2015,No,1.32,15840000.0,43824000.0
Project Power,6.431,2965,0,0,tt7550000,605116,Action,2020,No,1.21,0.0,0.0
