title,vote_average,vote_count,budget,revenue,imdb_id,id,movie_genres,release_year,Winner
You Were Never Really Here,6.545,2934,17000000,9400000,tt5742374,398181,"['Crime', 'Drama', 'Thriller']",2017,No
Your Fault,7.132,1454,0,0,tt28510079,1156593,"['Drama', 'Romance']",2024,No
Your Name.,8.5,12099,0,358000000,tt5311514,372058,"['Animation', 'Romance', 'Drama']",2016,No
Youth,6.9,2144,13360000,2000000,tt3312830,310593,"['Comedy', 'Drama', 'Romance']",2015,No
Zack Snyder's Justice League,8.102,10479,70000000,0,tt12361974,791373,"['Action', 'Adventure', 'Fantasy']",2021,No
Zombieland: Double Tap,6.9,6022,42000000,122810399,tt1560220,338967,"['Horror', 'Comedy']",2019,No
Zootopia,7.8,17070,150000000,1025521689,tt2948356,269149,"['Animation', 'Adventure', 'Family', 'Comedy']",2016,No
mother!,6.967,6909,30000000,44516999,tt5109784,381283,"['Drama', 'Horror']",2017,No
"tick, tick... BOOM!",7.612,2214,0,0,tt8721424,537116,"['Drama', 'Music']",2021,No
xXx: Return of Xander Cage,6.135,9120,85000000,346118277,tt1293847,47971,"['Action', 'Adventure', 'Crime']",2017,No
